Ticker,Weight
HCLTECH.NS,0.17082258863021044
BHARTIARTL.NS,0.15467011217795806
ADANIENT.NS,0.1328089025054886
SUNPHARMA.NS,0.1270813777926239
APOLLOHOSP.NS,0.12619833512877754
POWERGRID.NS,0.11328887277421681
DIVISLAB.NS,0.06644504409867272
BAJAJ-AUTO.NS,0.05800172611596553
CIPLA.NS,0.02410407588643839
TATACONSUM.NS,0.018029917778372248
TITAN.NS,0.00854904711127582
