HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
-0.009166329106969495,0.0023338504347339595,0.005996885730540868,-0.01310961575251051,0.0107161710568902
-0.007876735292458187,-0.0037094725758681836,0.00014925150079905103,-0.012413945463885927,-0.012214982754342716
0.002671719735246792,0.005353816728818732,-0.012178662370794312,0.005384681802369389,-0.012232942722849874
0.0015100698541119356,0.006822334511229609,0.015982279589403178,0.005536815522634348,0.011153514336870016
-0.008357642578521928,0.03329846163742159,-0.0024596494336909126,-9.045149091472116e-05,-0.0022948313896401433
0.006540726138878402,0.005508877259085023,0.008988761842997345,0.005506948202264563,-0.0034913893189791848
-0.003928882610071108,-0.007220182615441948,0.005310798972242714,-0.0029303604679475313,0.0008472635568344853
0.0016111743425449043,-0.0025065340613506884,0.005574895634208058,-0.008569298187992727,-0.024658552949301565
-0.004865151361559498,-0.01383185596364838,0.026564304993436382,-0.0011388893246658666,-0.01602979465705769
0.00958921786991256,-0.0016083355061411485,0.03458511576642428,0.029510966686814768,0.029640409818700128
-0.0008016795630552821,0.006817864484064487,0.01394056674193272,0.005517361835561862,0.0012574326604487002
0.005691008538566398,-0.0018670096345867343,-0.0046933487484656184,-0.0012773041481871693,0.014971913458028585
-0.0009619521650314936,-0.0069648123956772235,-0.0032780551959306404,0.04304597993775377,0.003346340825150694
0.008367640405999351,-0.000806805174977375,0.019039049150811664,0.04406082200899836,0.004226470943123201
-0.005742225561526227,-0.007155092232243071,0.0004694339132232728,-0.0020622277684262578,-0.003568804194054319
-0.014359377119862854,-0.004480905955202339,-0.018551411430686292,-0.007190975208443535,-0.013924960443924574
-0.0014970794442194706,-0.007101875499864829,0.0004782901278000983,0.017100008788406524,0.013740749480126574
-0.0029775704218266974,-0.02105329851056367,-0.002256704034602613,-0.0011632382399307515,0.010072483410706982
-0.0056696866848296845,-0.03896333198092666,-0.0032915430143782135,-0.013290086477741362,0.017648387113182964
-0.012820755701897285,0.009559808370363247,-6.85951050547179e-05,-0.015490872954767526,0.014094745683827459
-0.011191930911566932,0.053467712438003696,-0.0027514091565968533,-0.012425707205443785,-0.0006811699733379698
0.021995455596357447,-0.003970828793530879,0.03206069807270658,0.02596292705007016,0.01636877962204771
0.005035591974509035,-0.027257938676401573,0.009956313158396094,0.01840892306356775,0.007838530343727838
0.006888417439460139,-0.00028213672864748387,-0.001520221888754571,0.03223616022380767,0.009950769208187916
0.004337684087206394,-0.005373086988925041,-0.0013900417146546803,0.0005033229786239814,-0.002784068919611696
0.004059677581887991,0.018681587466396615,0.011132116584986048,0.014374849167234166,0.014687013209683202
-0.0025471199122680363,-0.0018107896383925204,0.000916621429070635,-0.01526569613300805,0.0038962463237986506
0.0025471199122680185,-0.009947432874137751,-0.004065851562800993,-0.009890404767303927,-0.010375690597622575
0.007977083988649743,-0.014323475829570933,0.002494012510689803,-0.019321474576414727,0.002180878476201077
-0.004661096359701791,-0.016562863168626842,-0.01632286379551262,0.0025102067870929373,-0.006946009774171509
-0.00919844292194919,-0.0010168476515231206,-0.013955396275873588,-0.0259629693277228,-0.0034179509887709036
-0.004535939818334906,-0.005246967322380886,0.0025641883822993,0.01640604882139802,-0.007314243949245312
-0.005130594864958965,-0.009987059850401632,-0.0012138416413797451,-0.019760754011318025,-0.029702143195153213
-0.002803005044097135,0.013196856071235406,-0.02286238337118795,-0.003283828008233016,-0.03380886796361411
0.011592551168747306,0.00566488268825581,0.02239032140814701,0.014895606765469924,0.005210017967588435
0.0035743302553192303,0.017516516493993942,-0.009836463115006817,0.010115895042831674,-0.00028730489668322593
-0.011622508253971129,0.0021325016956329113,0.002043087274599629,-0.011737561714891005,0.005963929652354069
0.016102398394192943,0.010033540052047556,0.026782692973393925,-4.065334718784597e-05,0.030430792590915842
-0.006964172304279137,-0.021029643268818104,-0.016562538513432538,-0.009826396767020682,0.02661808737058984
-0.008755753543424937,-0.007639656068504454,-0.00981221231251062,0.0026597887491293043,0.009470764046923257
-0.007050745956311215,0.013224413109397952,-0.0012929069498002362,0.006151743742002839,-0.03694546284559205
0.002787920055672404,0.011641083413132245,0.010296943525527465,-0.004070011961836582,0.006006829489206022
0.011335361600519215,0.025088509971406502,-0.01275124536462143,0.009417121469299164,-0.0036650613036366044
-0.0013534859299662956,0.023668187937248352,0.0,0.021699609943138222,0.0057677125501662315
0.010518439316968902,-0.0030966971689105676,-0.013123319523674104,0.004299608737851081,0.00682797588334535
0.0007989405691614866,-0.0005393396151529269,-0.014770646540162096,-0.00248291138902462,0.004657902937485597
0.00011760725590148026,0.014066753959315616,-0.0015452863821223976,0.028782542251913762,-0.003913308823273577
0.019793768353044854,0.032330527513759075,-0.006064067454543174,0.020680175078487444,-0.0011669535894277803
0.025265494646799502,0.009486068546569353,0.0021196920898990546,0.011909131820918642,-0.005955719273688725
-0.0008086977112824106,-0.010259191869061806,-0.00014137479651758666,-0.004277052603819685,-0.006569883516011957
0.01261815118099301,0.018897303898065154,0.01429697719288052,-0.01494476484213344,0.02609808636514473
0.0037434856441989363,0.006932592936501481,-0.011688696052774072,0.021260990887756053,-0.008442719448852363
0.0027818186962240633,0.0008789442750805738,0.016824609439649134,0.019438530431179164,0.0
0.0136861599646998,-0.013901353680703167,0.022859066211255167,-0.0007994914403721508,-0.0038386426260912337
-0.009988800069688072,-0.002803692537690129,0.005600470679714962,-0.024806004594021606,-0.0046758964030080615
0.0022600254923010694,-0.02141179247941636,-0.010620216074711118,-0.012977490862365356,-0.010727087570119635
0.01308641194632236,0.02726514936578834,-0.010252936468325008,0.03180404264540436,-0.0008065639430616282
-0.005161848119907684,-0.0022862954584774112,0.0026758027991297516,-0.013252783968980048,-0.00746739233677164
0.0014557393465421803,0.018520026360896877,0.011039294722711718,0.007936093633371654,0.01633005737398196
0.00390074005095748,-0.005758591996592526,0.02317750910840407,0.02314914029688757,0.015551105189032832
-0.007359050939318888,-0.0027658169994367768,0.005678573863668553,-0.0015460730995168692,0.023183000856559104
-0.0009155058295609739,-0.012797086799739794,-0.00806518859279135,-0.010488557043654608,0.0
-0.0038454226252287887,-0.008580516274074525,-0.007194306786765267,-0.016237945017346163,-0.03166015837412588
0.009434553936821282,0.004619456907866358,0.015127512299727482,0.0006280287724536521,0.0166390603408479
